Gene,&,Stats,&,Spatial,&,k12a,&,std,&,k21a,&,std,&,k23a,&,std,&,k32a,&,std,&,k34a,&,std,&,k43a,&,std,&,k21b,&,std,&,kr1,&,std,&,kr2,&,std,&,kr3,&,std,&,kr4,&,std,&,gamma,&,std,&,t_offset,&,std
 CTT1,&,Means,&,NonSpatial,&,2.4928e-05,&,2.2966e-05,&,2013.8454,&,1191.8702,&,0.0002616,&,0.00023163,&,0.0029747,&,0.00087418,&,0.00082497,&,0.00033314,&,0.0017687,&,0.00062015,&,37732.6603,&,21157.4263,&,0.2563,&,0.063918,&,2227.1323,&,1280.4468,&,0.0047442,&,0.0035808,&,423894.3367,&,232475.0395,&,0.54805,&,0.1361,&,262.6848,&,4.0485,&,
 CTT1,&,Moments_Corrected,&,NonSpatial,&,0.001947,&,2.8819e-05,&,0.071162,&,0.00095491,&,5.2841e-07,&,6.7548e-06,&,0.0033618,&,0.0011845,&,3.0737e-06,&,7.741e-06,&,0.0025144,&,0.00056066,&,5.8616,&,0.4809,&,6.2861e-05,&,0.0001016,&,0.21198,&,0.0017562,&,2.4208e-08,&,6.7657e-06,&,518.16,&,311.09,&,0.0011191,&,1.3473e-05,&,216.6532,&,1.5604,&,
 CTT1,&,Distributions,&,NonSpatial,&,0.0037581,&,4.9282e-05,&,0.23468,&,0.0096383,&,0.0050306,&,0.00010593,&,0.0039818,&,0.00012437,&,0.009355,&,0.00084267,&,0.0043715,&,0.00031335,&,3.5176,&,0.37008,&,0.0011117,&,3.8689e-05,&,0.098869,&,0.0026871,&,0.61343,&,0.018712,&,0.024344,&,0.0038486,&,0.0021045,&,3.8186e-05,&,207.9712,&,2.0692,&,
 CTT1,&,Moments_4,&,NonSpatial,&,0.00086655,&,0.00042803,&,746.6378,&,369.4852,&,0.00095172,&,0.00057372,&,0.001416,&,0.00044078,&,3.1257e-08,&,5.2949e-06,&,0.0061248,&,0.0019048,&,2751.8819,&,1282.1857,&,0.0033668,&,0.00063495,&,3.0921e-08,&,5.4748e-06,&,2.9908,&,0.55223,&,1207.6547,&,764.2486,&,0.0017122,&,0.00054342,&,47.0818,&,11.3584,&,
 CTT1,&,Gaussian,&,NonSpatial,&,0.0374,&,0.083697,&,0.74383,&,1.5492,&,2.9297e-07,&,5.6554e-06,&,0.1725,&,0.065571,&,0.53146,&,0.26647,&,0.0028834,&,0.0016049,&,4361.7656,&,995.3771,&,2.1598e-08,&,5.7981e-06,&,2.5608e-08,&,5.7981e-06,&,2569.3583,&,1194.776,&,2.1898,&,2.8735,&,0.082759,&,0.099167,&,284.3637,&,31.1686,&,
 CTT1,&,Means,&,Spatial,&,7.2059e-06,&,1.0042e-05,&,1627.5268,&,721.277,&,0.0015162,&,0.00020657,&,0.0012827,&,0.0001603,&,0.00020764,&,9.2804e-05,&,0.0025324,&,0.00026387,&,3765.7091,&,1675.0569,&,0.11052,&,0.034954,&,4365.7313,&,2757.9639,&,1.5462e-07,&,4.0591e-07,&,396248.3078,&,233783.616,&,0.0069179,&,0.00025665,&,0.29638,&,0.010259,&,
 CTT1,&,Moments_Corrected,&,Spatial,&,0.0014646,&,1.5511e-05,&,0.15213,&,0.0033256,&,0.00091979,&,4.1644e-05,&,3.8152,&,1.6544,&,416.8336,&,179.4979,&,0.10463,&,0.008462,&,118.1327,&,4.3123,&,0.0030916,&,0.00020832,&,0.45509,&,0.011276,&,1709.1346,&,731.185,&,0.016471,&,0.013911,&,0.0044697,&,8.9884e-05,&,0.26435,&,0.0039066,&,
 CTT1,&,Distributions,&,Spatial,&,0.0021451,&,2.1874e-05,&,0.0092212,&,0.0002108,&,0.0030627,&,5.1139e-05,&,0.0073777,&,0.00016841,&,0.00056041,&,2.5157e-05,&,9.1563e-08,&,1.3994e-05,&,2708.7425,&,405.1108,&,0.0024837,&,4.9034e-05,&,0.12248,&,0.0017583,&,0.65191,&,0.0084001,&,0.00054544,&,9.4535e-05,&,0.0036918,&,4.0934e-05,&,0.17604,&,0.0023739,&,
 CTT1,&,Moments_4,&,Spatial,&,0.00017371,&,2.4398e-05,&,2.8235,&,1.0646,&,0.0045595,&,0.0010359,&,0.000746,&,5.6868e-05,&,0.00053598,&,0.00014267,&,0.21674,&,0.06361,&,3435.7807,&,1333.9727,&,0.00565,&,0.00055832,&,6.7738,&,1.4127,&,3.5554,&,0.66512,&,513.7467,&,130.6259,&,0.0094746,&,0.0010404,&,0.37793,&,0.035419,&,
 CTT1,&,Gaussian,&,Spatial,&,5.7502e-09,&,3.366e-09,&,0.083874,&,0.0017324,&,0.0024403,&,0.0001487,&,1.7597,&,0.56683,&,10.5065,&,3.4378,&,0.0059901,&,0.00030399,&,5.5027,&,0.6382,&,6.6364e-07,&,7.5572e-07,&,4501.3002,&,2013.7499,&,752729.4759,&,178942.3742,&,2.6803e-12,&,1.7742e-11,&,0.00087193,&,1.7455e-05,&,0.24686,&,0.0076327,&,
 STL1,&,Means,&,NonSpatial,&,0.0011761,&,0.00079451,&,15.8822,&,8.2023,&,0.0011631,&,0.00079485,&,1.0585e-08,&,2.8646e-06,&,0.0052042,&,9.4796e-05,&,2.5936e-07,&,2.8456e-06,&,540317.6836,&,273554.7702,&,0.016109,&,0.011107,&,148.9996,&,122.6686,&,330.9572,&,253.9335,&,0.037303,&,0.036325,&,1.2667,&,1.0856,&,342.779,&,1.7105,&,
